7, 0, 15
7, 0, 19
7, 0, 13
7, 0, 15
7, 0, 15
7, 0, 14
7, 0, 14
7, 0, 17
7, 0, 13
7, 0, 15
7, 0, 15
7, 0, 17
7, 0, 16
7, 0, 13
7, 0, 15
7, 0, 13
7, 0, 17
7, 0, 15
7, 0, 12
7, 0, 14
7, 0, 14
7, 0, 15
7, 0, 14
7, 0, 13
7, 0, 14
7, 0, 14
7, 0, 14
7, 0, 15
7, 0, 14
7, 0, 14
7, 0, 15
7, 0, 14
7, 0, 16
7, 0, 18
7, 0, 14
7, 0, 13
7, 0, 15
7, 0, 14
7, 0, 13
7, 0, 16
7, 0, 16
7, 0, 16
7, 0, 15
7, 0, 13
7, 0, 20
7, 0, 14
7, 0, 15
7, 0, 15
7, 0, 17
7, 0, 16
7, 0.1, 38
7, 0.1, 39
7, 0.1, 39
7, 0.1, 43
7, 0.1, 39
7, 0.1, 41
7, 0.1, 33
7, 0.1, 37
7, 0.1, 39
7, 0.1, 36
7, 0.1, 39
7, 0.1, 38
7, 0.1, 35
7, 0.1, 35
7, 0.1, 41
7, 0.1, 38
7, 0.1, 36
7, 0.1, 42
7, 0.1, 39
7, 0.1, 35
7, 0.1, 38
7, 0.1, 40
7, 0.1, 40
7, 0.1, 36
7, 0.1, 40
7, 0.1, 39
7, 0.1, 34
7, 0.1, 41
7, 0.1, 38
7, 0.1, 42
7, 0.1, 38
7, 0.1, 37
7, 0.1, 40
7, 0.1, 40
7, 0.1, 41
7, 0.1, 37
7, 0.1, 40
7, 0.1, 41
7, 0.1, 37
7, 0.1, 42
7, 0.1, 35
7, 0.1, 37
7, 0.1, 38
7, 0.1, 39
7, 0.1, 38
7, 0.1, 38
7, 0.1, 39
7, 0.1, 39
7, 0.1, 42
7, 0.1, 37
7, 0.5, 39
7, 0.5, 34
7, 0.5, 40
7, 0.5, 38
7, 0.5, 35
7, 0.5, 36
7, 0.5, 40
7, 0.5, 36
7, 0.5, 39
7, 0.5, 41
7, 0.5, 36
7, 0.5, 40
7, 0.5, 40
7, 0.5, 37
7, 0.5, 38
7, 0.5, 38
7, 0.5, 40
7, 0.5, 37
7, 0.5, 40
7, 0.5, 37
7, 0.5, 39
7, 0.5, 37
7, 0.5, 38
7, 0.5, 41
7, 0.5, 39
7, 0.5, 38
7, 0.5, 36
7, 0.5, 36
7, 0.5, 38
7, 0.5, 42
7, 0.5, 39
7, 0.5, 37
7, 0.5, 41
7, 0.5, 42
7, 0.5, 42
7, 0.5, 38
7, 0.5, 38
7, 0.5, 36
7, 0.5, 37
7, 0.5, 38
7, 0.5, 40
7, 0.5, 37
7, 0.5, 38
7, 0.5, 38
7, 0.5, 40
7, 0.5, 37
7, 0.5, 36
7, 0.5, 38
7, 0.5, 41
7, 0.5, 39
7, 1, 42
7, 1, 37
7, 1, 36
7, 1, 39
7, 1, 39
7, 1, 11
7, 1, 40
7, 1, 42
7, 1, 42
7, 1, 41
7, 1, 39
7, 1, 39
7, 1, 38
7, 1, 37
7, 1, 36
7, 1, 40
7, 1, 41
7, 1, 39
7, 1, 35
7, 1, 40
7, 1, 40
7, 1, 38
7, 1, 41
7, 1, 40
7, 1, 39
7, 1, 39
7, 1, 42
7, 1, 41
7, 1, 36
7, 1, 37
7, 1, 41
7, 1, 42
7, 1, 37
7, 1, 38
7, 1, 34
7, 1, 37
7, 1, 40
7, 1, 35
7, 1, 36
7, 1, 40
7, 1, 38
7, 1, 40
7, 1, 36
7, 1, 39
7, 1, 38
7, 1, 38
7, 1, 36
7, 1, 38
7, 1, 35
7, 1, 36
7, 5, 36
7, 5, 10
7, 5, 38
7, 5, 12
7, 5, 38
7, 5, 40
7, 5, 37
7, 5, 40
7, 5, 35
7, 5, 10
7, 5, 11
7, 5, 39
7, 5, 38
7, 5, 36
7, 5, 38
7, 5, 8
7, 5, 38
7, 5, 40
7, 5, 34
7, 5, 7
7, 5, 37
7, 5, 39
7, 5, 37
7, 5, 42
7, 5, 8
7, 5, 36
7, 5, 9
7, 5, 11
7, 5, 11
7, 5, 39
7, 5, 9
7, 5, 40
7, 5, 40
7, 5, 42
7, 5, 38
7, 5, 10
7, 5, 40
7, 5, 11
7, 5, 39
7, 5, 9
7, 5, 9
7, 5, 10
7, 5, 38
7, 5, 41
7, 5, 38
7, 5, 13
7, 5, 11
7, 5, 38
7, 5, 37
7, 5, 12

[0, 0.1, 0.5, 1, 5] [14.86, 38.5, 38.34, 38.0, 27.58]
