5, 0, 12
5, 0, 11
5, 0, 13
5, 0, 12
5, 0, 13
5, 0, 15
5, 0, 12
5, 0, 11
5, 0, 13
5, 0, 15
5, 0, 12
5, 0, 12
5, 0, 11
5, 0, 13
5, 0, 11
5, 0, 12
5, 0, 11
5, 0, 12
5, 0, 10
5, 0, 12
5, 0, 11
5, 0, 13
5, 0, 13
5, 0, 11
5, 0, 11
5, 0, 12
5, 0, 12
5, 0, 11
5, 0, 11
5, 0, 12
5, 0, 14
5, 0, 13
5, 0, 11
5, 0, 11
5, 0, 13
5, 0, 12
5, 0, 13
5, 0, 12
5, 0, 12
5, 0, 12
5, 0, 12
5, 0, 11
5, 0, 12
5, 0, 13
5, 0, 13
5, 0, 12
5, 0, 11
5, 0, 11
5, 0, 12
5, 0, 12
5, 0.1, 17
5, 0.1, 20
5, 0.1, 18
5, 0.1, 18
5, 0.1, 19
5, 0.1, 14
5, 0.1, 15
5, 0.1, 18
5, 0.1, 17
5, 0.1, 18
5, 0.1, 17
5, 0.1, 17
5, 0.1, 18
5, 0.1, 19
5, 0.1, 18
5, 0.1, 18
5, 0.1, 17
5, 0.1, 18
5, 0.1, 17
5, 0.1, 19
5, 0.1, 17
5, 0.1, 20
5, 0.1, 17
5, 0.1, 19
5, 0.1, 19
5, 0.1, 17
5, 0.1, 19
5, 0.1, 16
5, 0.1, 19
5, 0.1, 18
5, 0.1, 18
5, 0.1, 18
5, 0.1, 19
5, 0.1, 19
5, 0.1, 18
5, 0.1, 19
5, 0.1, 17
5, 0.1, 20
5, 0.1, 19
5, 0.1, 16
5, 0.1, 18
5, 0.1, 17
5, 0.1, 18
5, 0.1, 19
5, 0.1, 17
5, 0.1, 17
5, 0.1, 19
5, 0.1, 15
5, 0.1, 16
5, 0.1, 18
5, 0.5, 18
5, 0.5, 20
5, 0.5, 17
5, 0.5, 18
5, 0.5, 20
5, 0.5, 16
5, 0.5, 18
5, 0.5, 16
5, 0.5, 19
5, 0.5, 16
5, 0.5, 16
5, 0.5, 15
5, 0.5, 19
5, 0.5, 18
5, 0.5, 19
5, 0.5, 21
5, 0.5, 19
5, 0.5, 19
5, 0.5, 18
5, 0.5, 19
5, 0.5, 20
5, 0.5, 19
5, 0.5, 16
5, 0.5, 17
5, 0.5, 17
5, 0.5, 17
5, 0.5, 19
5, 0.5, 17
5, 0.5, 18
5, 0.5, 21
5, 0.5, 17
5, 0.5, 17
5, 0.5, 17
5, 0.5, 16
5, 0.5, 20
5, 0.5, 18
5, 0.5, 18
5, 0.5, 15
5, 0.5, 19
5, 0.5, 19
5, 0.5, 16
5, 0.5, 19
5, 0.5, 15
5, 0.5, 20
5, 0.5, 18
5, 0.5, 19
5, 0.5, 19
5, 0.5, 18
5, 0.5, 20
5, 0.5, 18
5, 1, 17
5, 1, 18
5, 1, 17
5, 1, 9
5, 1, 18
5, 1, 18
5, 1, 19
5, 1, 16
5, 1, 17
5, 1, 19
5, 1, 17
5, 1, 19
5, 1, 18
5, 1, 19
5, 1, 19
5, 1, 18
5, 1, 17
5, 1, 18
5, 1, 20
5, 1, 19
5, 1, 17
5, 1, 16
5, 1, 17
5, 1, 17
5, 1, 11
5, 1, 17
5, 1, 21
5, 1, 19
5, 1, 19
5, 1, 18
5, 1, 18
5, 1, 15
5, 1, 18
5, 1, 16
5, 1, 9
5, 1, 6
5, 1, 16
5, 1, 19
5, 1, 18
5, 1, 19
5, 1, 7
5, 1, 21
5, 1, 8
5, 1, 18
5, 1, 16
5, 1, 18
5, 1, 19
5, 1, 17
5, 1, 18
5, 1, 18
5, 5, 9
5, 5, 16
5, 5, 9
5, 5, 17
5, 5, 16
5, 5, 18
5, 5, 7
5, 5, 8
5, 5, 17
5, 5, 8
5, 5, 18
5, 5, 18
5, 5, 19
5, 5, 19
5, 5, 17
5, 5, 18
5, 5, 10
5, 5, 19
5, 5, 19
5, 5, 13
5, 5, 6
5, 5, 19
5, 5, 17
5, 5, 16
5, 5, 17
5, 5, 19
5, 5, 9
5, 5, 18
5, 5, 17
5, 5, 17
5, 5, 17
5, 5, 9
5, 5, 11
5, 5, 18
5, 5, 11
5, 5, 14
5, 5, 15
5, 5, 19
5, 5, 17
5, 5, 8
5, 5, 9
5, 5, 18
5, 5, 20
5, 5, 17
5, 5, 18
5, 5, 18
5, 5, 16
5, 5, 8
5, 5, 18
5, 5, 11

[0, 0.1, 0.5, 1, 5] [12.04, 17.8, 18.0, 16.76, 14.84]
